,sub_cluster,words,cluster
441,Money/Goods (Received),award,(Super cluster 17: Money and Goods)
442,Money/Goods (Received),medal,(Super cluster 17: Money and Goods)
443,Money/Goods (Received),reward,(Super cluster 17: Money and Goods)
444,Money/Goods (Received),savings,(Super cluster 17: Money and Goods)
445,Money/Goods (Received),treasure,(Super cluster 17: Money and Goods)
446,Money-Related Characteristics,free,(Super cluster 17: Money and Goods)
447,Money-Related Characteristics,poor,(Super cluster 17: Money and Goods)
448,Money-Related Characteristics,poverty,(Super cluster 17: Money and Goods)
449,Money-Related Characteristics,rich,(Super cluster 17: Money and Goods)
450,Money-Related Characteristics,broke,(Super cluster 17: Money and Goods)
451,Money-Related Characteristics,cheap,(Super cluster 17: Money and Goods)
452,Money-Related Characteristics,expensive,(Super cluster 17: Money and Goods)
453,Actions Related to Money/Goods,buy,(Super cluster 17: Money and Goods)
454,Actions Related to Money/Goods,pay,(Super cluster 17: Money and Goods)
455,Actions Related to Money/Goods,sale,(Super cluster 17: Money and Goods)
456,Actions Related to Money/Goods,sell,(Super cluster 17: Money and Goods)
457,Actions Related to Money/Goods,spend,(Super cluster 17: Money and Goods)
458,Actions Related to Money/Goods,bet,(Super cluster 17: Money and Goods)
459,Actions Related to Money/Goods,earn,(Super cluster 17: Money and Goods)
460,Actions Related to Money/Goods,owe,(Super cluster 17: Money and Goods)
461,Actions Related to Money/Goods,purchase,(Super cluster 17: Money and Goods)
462,Money/Goods (Paid Out),price,(Super cluster 17: Money and Goods)
463,Money/Goods (Paid Out),cost,(Super cluster 17: Money and Goods)
464,Money/Goods (Paid Out),payment,(Super cluster 17: Money and Goods)
465,Money/Goods (Paid Out),rent,(Super cluster 17: Money and Goods)
466,Creeping/Lurking Actions,crawl,(Super cluster 18: Actions Involving Walking and Running)
467,Standing/Stationary,stand,(Super cluster 18: Actions Involving Walking and Running)
468,Walking/Running,dance,(Super cluster 18: Actions Involving Walking and Running)
469,Walking/Running,march,(Super cluster 18: Actions Involving Walking and Running)
470,Walking/Running,run,(Super cluster 18: Actions Involving Walking and Running)
471,Walking/Running,skip,(Super cluster 18: Actions Involving Walking and Running)
472,Walking/Running,step,(Super cluster 18: Actions Involving Walking and Running)
473,Walking/Running,trip,(Super cluster 18: Actions Involving Walking and Running)
474,Walking/Running,walk,(Super cluster 18: Actions Involving Walking and Running)
475,Walking/Running,hike,(Super cluster 18: Actions Involving Walking and Running)
476,Walking/Running,limp,(Super cluster 18: Actions Involving Walking and Running)
477,Walking/Running,stumble,(Super cluster 18: Actions Involving Walking and Running)
478,Walking/Running,tiptoe,(Super cluster 18: Actions Involving Walking and Running)
479,Walking/Running,trot,(Super cluster 18: Actions Involving Walking and Running)
480,Kicking Actions,kick,(Super cluster 18: Actions Involving Walking and Running)
481,Kicking Actions,stamp,(Super cluster 18: Actions Involving Walking and Running)
482,Jumping,hop,(Super cluster 18: Actions Involving Walking and Running)
483,Jumping,jump,(Super cluster 18: Actions Involving Walking and Running)
484,Jumping,leap,(Super cluster 18: Actions Involving Walking and Running)
485,Attitudinals (Other),hopefully,(Super cluster 19: Attitudinals)
486,Attitudinals (Other),please,(Super cluster 19: Attitudinals)
487,Attitudinals (Truth),certainly,(Super cluster 19: Attitudinals)
488,Attitudinals (Truth),honestly,(Super cluster 19: Attitudinals)
489,Attitudinals (Truth),really,(Super cluster 19: Attitudinals)
490,Attitudinals (Truth),seriously,(Super cluster 19: Attitudinals)
491,Attitudinals (Truth),simply,(Super cluster 19: Attitudinals)
492,Attitudinals (Truth),truly,(Super cluster 19: Attitudinals)
493,Attitudinals (Lack of Truth/Doubt),maybe,(Super cluster 19: Attitudinals)
494,Attitudinals (Lack of Truth/Doubt),possibly,(Super cluster 19: Attitudinals)
495,Attitudinals (Fortunate/Unfortunate),luckily,(Super cluster 19: Attitudinals)
496,Attitudinals (Fortunate/Unfortunate),unfortunately,(Super cluster 19: Attitudinals)
497,Auxiliary Verbs,am,(Super cluster 1: Auxiliary and Helping Verbs)
498,Auxiliary Verbs,are,(Super cluster 1: Auxiliary and Helping Verbs)
499,Auxiliary Verbs,be,(Super cluster 1: Auxiliary and Helping Verbs)
500,Auxiliary Verbs,been,(Super cluster 1: Auxiliary and Helping Verbs)
501,Auxiliary Verbs,is,(Super cluster 1: Auxiliary and Helping Verbs)
502,Auxiliary Verbs,was,(Super cluster 1: Auxiliary and Helping Verbs)
503,Auxiliary Verbs,were,(Super cluster 1: Auxiliary and Helping Verbs)
504,Auxiliary Verbs,being,(Super cluster 1: Auxiliary and Helping Verbs)
505,Primary Auxiliary Verbs,did,(Super cluster 1: Auxiliary and Helping Verbs)
506,Primary Auxiliary Verbs,do,(Super cluster 1: Auxiliary and Helping Verbs)
507,Primary Auxiliary Verbs,does,(Super cluster 1: Auxiliary and Helping Verbs)
508,Primary Auxiliary Verbs,doing,(Super cluster 1: Auxiliary and Helping Verbs)
509,Primary Auxiliary Verbs,done,(Super cluster 1: Auxiliary and Helping Verbs)
510,Primary Auxiliary Verbs,had,(Super cluster 1: Auxiliary and Helping Verbs)
511,Primary Auxiliary Verbs,has,(Super cluster 1: Auxiliary and Helping Verbs)
512,Primary Auxiliary Verbs,have,(Super cluster 1: Auxiliary and Helping Verbs)
513,Semi-Auxiliary Verbs,have to,(Super cluster 1: Auxiliary and Helping Verbs)
514,Linking Verbs,become,(Super cluster 1: Auxiliary and Helping Verbs)
515,Linking Verbs,seem,(Super cluster 1: Auxiliary and Helping Verbs)
516,Modals,can,(Super cluster 1: Auxiliary and Helping Verbs)
517,Modals,cannot,(Super cluster 1: Auxiliary and Helping Verbs)
518,Modals,could,(Super cluster 1: Auxiliary and Helping Verbs)
519,Modals,may,(Super cluster 1: Auxiliary and Helping Verbs)
520,Modals,might,(Super cluster 1: Auxiliary and Helping Verbs)
521,Modals,must,(Super cluster 1: Auxiliary and Helping Verbs)
522,Modals,shall,(Super cluster 1: Auxiliary and Helping Verbs)
523,Modals,should,(Super cluster 1: Auxiliary and Helping Verbs)
524,Modals,will,(Super cluster 1: Auxiliary and Helping Verbs)
525,Modals,would,(Super cluster 1: Auxiliary and Helping Verbs)
526,Locations Near Water,beach,(Super cluster 20: Water)
527,Locations Near Water,island,(Super cluster 20: Water)
528,Locations Near Water,coast,(Super cluster 20: Water)
529,Locations Near Water,shore,(Super cluster 20: Water)
530,Equipment Used with Water/Liquid,faucet,(Super cluster 20: Water)
531,Equipment Used with Water/Liquid,hose,(Super cluster 20: Water)
532,Equipment Used with Water/Liquid,sprinkler,(Super cluster 20: Water)
533,Moisture,cloud,(Super cluster 20: Water)
534,Moisture,fog,(Super cluster 20: Water)
535,Water/Liquid,boil,(Super cluster 20: Water)
536,Water/Liquid,dive,(Super cluster 20: Water)
537,Water/Liquid,drain,(Super cluster 20: Water)
538,Water/Liquid,drip,(Super cluster 20: Water)
539,Water/Liquid,float,(Super cluster 20: Water)
540,Water/Liquid,melt,(Super cluster 20: Water)
541,Water/Liquid,pour,(Super cluster 20: Water)
542,Water/Liquid,sink,(Super cluster 20: Water)
543,Water/Liquid,spill,(Super cluster 20: Water)
544,Water/Liquid,splash,(Super cluster 20: Water)
545,Water/Liquid,stir,(Super cluster 20: Water)
546,Water/Liquid,swim,(Super cluster 20: Water)
547,Water/Liquid,wet,(Super cluster 20: Water)
548,Water/Liquid,bubble,(Super cluster 20: Water)
549,Water/Liquid,dribble,(Super cluster 20: Water)
550,Water/Liquid,flush,(Super cluster 20: Water)
551,Water/Liquid,freeze,(Super cluster 20: Water)
552,Water/Liquid,leak,(Super cluster 20: Water)
553,Water/Liquid,slick,(Super cluster 20: Water)
554,Water/Liquid,slippery,(Super cluster 20: Water)
555,Water/Liquid,soak,(Super cluster 20: Water)
556,Water/Liquid,spray,(Super cluster 20: Water)
557,Water/Liquid,sprinkle,(Super cluster 20: Water)
558,Water/Liquid,squirt,(Super cluster 20: Water)
559,Water/Liquid,trickle,(Super cluster 20: Water)
560,Water-Related Directions,afloat,(Super cluster 20: Water)
561,Forms of Water/Liquid,ice,(Super cluster 20: Water)
562,Forms of Water/Liquid,rain,(Super cluster 20: Water)
563,Forms of Water/Liquid,snow,(Super cluster 20: Water)
564,Forms of Water/Liquid,water,(Super cluster 20: Water)
565,Forms of Water/Liquid,hail,(Super cluster 20: Water)
566,Forms of Water/Liquid,icicle,(Super cluster 20: Water)
567,Forms of Water/Liquid,liquid,(Super cluster 20: Water)
568,Forms of Water/Liquid,rainbow,(Super cluster 20: Water)
569,Forms of Water/Liquid,raindrop,(Super cluster 20: Water)
570,Forms of Water/Liquid,rainfall,(Super cluster 20: Water)
571,Forms of Water/Liquid,snowball,(Super cluster 20: Water)
572,Forms of Water/Liquid,snowman,(Super cluster 20: Water)
573,Forms of Water/Liquid,steam,(Super cluster 20: Water)
574,Bodies of Water,lake,(Super cluster 20: Water)
575,Bodies of Water,ocean,(Super cluster 20: Water)
576,Bodies of Water,puddle,(Super cluster 20: Water)
577,Bodies of Water,river,(Super cluster 20: Water)
578,Bodies of Water,sea,(Super cluster 20: Water)
579,Bodies of Water,stream,(Super cluster 20: Water)
580,Bodies of Water,bay,(Super cluster 20: Water)
581,Bodies of Water,creek,(Super cluster 20: Water)
582,Bodies of Water,pond,(Super cluster 20: Water)
583,Locations For/Near Water (Manmade),aquarium,(Super cluster 20: Water)
584,Locations For/Near Water (Manmade),canal,(Super cluster 20: Water)
585,Locations For/Near Water (Manmade),dam,(Super cluster 20: Water)
586,Locations For/Near Water (Manmade),dock,(Super cluster 20: Water)
587,Locations For/Near Water (Manmade),pool,(Super cluster 20: Water)
588,Noises that Objects Make,bang,(Super cluster 21: Sounds and Noises)
589,Noises that Objects Make,beep,(Super cluster 21: Sounds and Noises)
590,Noises that Objects Make,boom,(Super cluster 21: Sounds and Noises)
591,Noises that Objects Make,ring,(Super cluster 21: Sounds and Noises)
592,Noises that Objects Make,click,(Super cluster 21: Sounds and Noises)
593,Noises that Objects Make,creak,(Super cluster 21: Sounds and Noises)
594,Noises that Objects Make,plop,(Super cluster 21: Sounds and Noises)
595,Noises that Objects Make,rattle,(Super cluster 21: Sounds and Noises)
596,Noises that Objects Make,slam,(Super cluster 21: Sounds and Noises)
597,Noises that Objects Make,squeak,(Super cluster 21: Sounds and Noises)
598,Noises that Objects Make,toot,(Super cluster 21: Sounds and Noises)
599,Noises that Objects Make,place,(Super cluster 21: Sounds and Noises)
600,Noises (General),hear,(Super cluster 21: Sounds and Noises)
601,Noises (General),listen,(Super cluster 21: Sounds and Noises)
602,Noises (General),loud,(Super cluster 21: Sounds and Noises)
603,Noises (General),noise,(Super cluster 21: Sounds and Noises)
604,Noises (General),quiet,(Super cluster 21: Sounds and Noises)
605,Noises (General),sound,(Super cluster 21: Sounds and Noises)
606,Noises (General),aloud,(Super cluster 21: Sounds and Noises)
607,Noises (General),calm,(Super cluster 21: Sounds and Noises)
608,Noises (General),echo,(Super cluster 21: Sounds and Noises)
609,Noises (General),silence,(Super cluster 21: Sounds and Noises)
610,Noises (General),silent,(Super cluster 21: Sounds and Noises)
611,Noises that Animals Make,bark,(Super cluster 21: Sounds and Noises)
612,Noises that Animals Make,buzz,(Super cluster 21: Sounds and Noises)
613,Noises that Animals Make,meow,(Super cluster 21: Sounds and Noises)
614,Noises that Animals Make,moo,(Super cluster 21: Sounds and Noises)
615,Noises that Animals Make,baa,(Super cluster 21: Sounds and Noises)
616,Noises that Animals Make,cluck,(Super cluster 21: Sounds and Noises)
617,Noises that Animals Make,gobble,(Super cluster 21: Sounds and Noises)
618,Noises that Animals Make,growl,(Super cluster 21: Sounds and Noises)
619,Noises that Animals Make,peep,(Super cluster 21: Sounds and Noises)
620,Noises that Animals Make,purr,(Super cluster 21: Sounds and Noises)
621,Noises that Animals Make,quack,(Super cluster 21: Sounds and Noises)
622,Sound Producing Devices,alarm,(Super cluster 21: Sounds and Noises)
623,Sound Producing Devices,bell,(Super cluster 21: Sounds and Noises)
624,Sound Producing Devices,horn,(Super cluster 21: Sounds and Noises)
625,Sound Producing Devices,phone,(Super cluster 21: Sounds and Noises)
626,Sound Producing Devices,doorbell,(Super cluster 21: Sounds and Noises)
627,Sound Producing Devices,siren,(Super cluster 21: Sounds and Noises)
628,Sound Producing Devices,telephone,(Super cluster 21: Sounds and Noises)
629,Noises People Make,cheer,(Super cluster 21: Sounds and Noises)
630,Noises People Make,cry,(Super cluster 21: Sounds and Noises)
631,Noises People Make,laugh,(Super cluster 21: Sounds and Noises)
632,Noises People Make,roar,(Super cluster 21: Sounds and Noises)
633,Noises People Make,shout,(Super cluster 21: Sounds and Noises)
634,Noises People Make,sing,(Super cluster 21: Sounds and Noises)
635,Noises People Make,whisper,(Super cluster 21: Sounds and Noises)
636,Noises People Make,yell,(Super cluster 21: Sounds and Noises)
637,Noises People Make,applause,(Super cluster 21: Sounds and Noises)
638,Noises People Make,chuckle,(Super cluster 21: Sounds and Noises)
639,Noises People Make,cough,(Super cluster 21: Sounds and Noises)
640,Noises People Make,giggle,(Super cluster 21: Sounds and Noises)
641,Noises People Make,holler,(Super cluster 21: Sounds and Noises)
642,Noises People Make,laughter,(Super cluster 21: Sounds and Noises)
643,Noises People Make,scream,(Super cluster 21: Sounds and Noises)
644,Noises People Make,snore,(Super cluster 21: Sounds and Noises)
645,Noises People Make,whistle,(Super cluster 21: Sounds and Noises)
646,Noises People Make,yawn,(Super cluster 21: Sounds and Noises)
647,"Vegetables, Grains and Nuts",carrot,(Super cluster 22: Food and Eating)
648,"Vegetables, Grains and Nuts",corn,(Super cluster 22: Food and Eating)
649,"Vegetables, Grains and Nuts",nut,(Super cluster 22: Food and Eating)
650,"Vegetables, Grains and Nuts",peanut,(Super cluster 22: Food and Eating)
651,"Vegetables, Grains and Nuts",popcorn,(Super cluster 22: Food and Eating)
652,"Vegetables, Grains and Nuts",seed,(Super cluster 22: Food and Eating)
653,"Vegetables, Grains and Nuts",almond,(Super cluster 22: Food and Eating)
654,"Vegetables, Grains and Nuts",bean,(Super cluster 22: Food and Eating)
655,"Vegetables, Grains and Nuts",cashew,(Super cluster 22: Food and Eating)
656,"Vegetables, Grains and Nuts",celery,(Super cluster 22: Food and Eating)
657,"Vegetables, Grains and Nuts",cucumber,(Super cluster 22: Food and Eating)
658,"Vegetables, Grains and Nuts",lettuce,(Super cluster 22: Food and Eating)
659,"Vegetables, Grains and Nuts",olive,(Super cluster 22: Food and Eating)
660,"Vegetables, Grains and Nuts",onion,(Super cluster 22: Food and Eating)
661,"Vegetables, Grains and Nuts",peas,(Super cluster 22: Food and Eating)
662,"Vegetables, Grains and Nuts",pickle,(Super cluster 22: Food and Eating)
663,"Vegetables, Grains and Nuts",potato,(Super cluster 22: Food and Eating)
664,"Vegetables, Grains and Nuts",pumpkin,(Super cluster 22: Food and Eating)
665,"Vegetables, Grains and Nuts",rice,(Super cluster 22: Food and Eating)
666,"Vegetables, Grains and Nuts",spinach,(Super cluster 22: Food and Eating)
667,"Vegetables, Grains and Nuts",squash,(Super cluster 22: Food and Eating)
668,"Vegetables, Grains and Nuts",tomato,(Super cluster 22: Food and Eating)
669,"Vegetables, Grains and Nuts",walnut,(Super cluster 22: Food and Eating)
670,"Vegetables, Grains and Nuts",wheat,(Super cluster 22: Food and Eating)
,,broccoli,
,,cabbage,
671,Ingredients Used to Make Foods,dough,(Super cluster 22: Food and Eating)
672,Ingredients Used to Make Foods,flour,(Super cluster 22: Food and Eating)
673,Ingredients Used to Make Foods,gravy,(Super cluster 22: Food and Eating)
674,Ingredients Used to Make Foods,mix,(Super cluster 22: Food and Eating)
675,Ingredients Used to Make Foods,pepper,(Super cluster 22: Food and Eating)
676,Ingredients Used to Make Foods,salt,(Super cluster 22: Food and Eating)
